Round,Accuracy,Number of Clients,Rounds,Learning Rate,Batch Size,Dataset,Time Spent (s)
60,67.57,50,100,0.01,16,CIFAR10,5424.15
61,67.72,50,100,0.01,16,CIFAR10,5424.15
62,67.85,50,100,0.01,16,CIFAR10,5424.15
63,67.77,50,100,0.01,16,CIFAR10,5424.15
64,67.72,50,100,0.01,16,CIFAR10,5424.15
65,67.78,50,100,0.01,16,CIFAR10,5424.15
66,67.78,50,100,0.01,16,CIFAR10,5424.15
67,67.75,50,100,0.01,16,CIFAR10,5424.15
68,67.8,50,100,0.01,16,CIFAR10,5424.15
69,67.79,50,100,0.01,16,CIFAR10,5424.15
70,67.95,50,100,0.01,16,CIFAR10,5424.15
71,67.96,50,100,0.01,16,CIFAR10,5424.15
72,67.89,50,100,0.01,16,CIFAR10,5424.15
73,67.89,50,100,0.01,16,CIFAR10,5424.15
74,68.05,50,100,0.01,16,CIFAR10,5424.15
75,68.02,50,100,0.01,16,CIFAR10,5424.15
76,68.09,50,100,0.01,16,CIFAR10,5424.15
77,68.08,50,100,0.01,16,CIFAR10,5424.15
78,68.16,50,100,0.01,16,CIFAR10,5424.15
79,68.25,50,100,0.01,16,CIFAR10,5424.15
80,68.06,50,100,0.01,16,CIFAR10,5424.15
81,68.24,50,100,0.01,16,CIFAR10,5424.15
82,68.23,50,100,0.01,16,CIFAR10,5424.15
83,68.23,50,100,0.01,16,CIFAR10,5424.15
84,68.31,50,100,0.01,16,CIFAR10,5424.15
85,68.28,50,100,0.01,16,CIFAR10,5424.15
86,68.38,50,100,0.01,16,CIFAR10,5424.15
87,68.44,50,100,0.01,16,CIFAR10,5424.15
88,68.5,50,100,0.01,16,CIFAR10,5424.15
89,68.41,50,100,0.01,16,CIFAR10,5424.15
90,68.39,50,100,0.01,16,CIFAR10,5424.15
91,68.42,50,100,0.01,16,CIFAR10,5424.15
92,68.47,50,100,0.01,16,CIFAR10,5424.15
93,68.45,50,100,0.01,16,CIFAR10,5424.15
94,68.52,50,100,0.01,16,CIFAR10,5424.15
95,68.51,50,100,0.01,16,CIFAR10,5424.15
96,68.56,50,100,0.01,16,CIFAR10,5424.15
97,68.54,50,100,0.01,16,CIFAR10,5424.15
98,68.45,50,100,0.01,16,CIFAR10,5424.15
99,68.61,50,100,0.01,16,CIFAR10,5424.15
100,68.59,50,100,0.01,16,CIFAR10,5424.15
