Round,Accuracy,Number of Clients,Rounds,Learning Rate,Batch Size,Dataset,Time Spent (s)
180,67.57,50,500,0.01,16,CIFAR10,26913.19
181,67.53,50,500,0.01,16,CIFAR10,26913.19
182,67.55,50,500,0.01,16,CIFAR10,26913.19
183,67.39,50,500,0.01,16,CIFAR10,26913.19
184,67.45,50,500,0.01,16,CIFAR10,26913.19
185,67.52,50,500,0.01,16,CIFAR10,26913.19
186,67.49,50,500,0.01,16,CIFAR10,26913.19
187,67.4,50,500,0.01,16,CIFAR10,26913.19
188,67.49,50,500,0.01,16,CIFAR10,26913.19
189,67.53,50,500,0.01,16,CIFAR10,26913.19
190,67.42,50,500,0.01,16,CIFAR10,26913.19
191,67.43,50,500,0.01,16,CIFAR10,26913.19
192,67.47,50,500,0.01,16,CIFAR10,26913.19
193,67.41,50,500,0.01,16,CIFAR10,26913.19
194,67.42,50,500,0.01,16,CIFAR10,26913.19
195,67.36,50,500,0.01,16,CIFAR10,26913.19
196,67.39,50,500,0.01,16,CIFAR10,26913.19
197,67.47,50,500,0.01,16,CIFAR10,26913.19
198,67.48,50,500,0.01,16,CIFAR10,26913.19
199,67.48,50,500,0.01,16,CIFAR10,26913.19
200,67.47,50,500,0.01,16,CIFAR10,26913.19
201,67.44,50,500,0.01,16,CIFAR10,26913.19
202,67.51,50,500,0.01,16,CIFAR10,26913.19
203,67.45,50,500,0.01,16,CIFAR10,26913.19
204,67.34,50,500,0.01,16,CIFAR10,26913.19
205,67.33,50,500,0.01,16,CIFAR10,26913.19
206,67.37,50,500,0.01,16,CIFAR10,26913.19
207,67.28,50,500,0.01,16,CIFAR10,26913.19
208,67.42,50,500,0.01,16,CIFAR10,26913.19
209,67.33,50,500,0.01,16,CIFAR10,26913.19
210,67.35,50,500,0.01,16,CIFAR10,26913.19
211,67.36,50,500,0.01,16,CIFAR10,26913.19
212,67.29,50,500,0.01,16,CIFAR10,26913.19
213,67.34,50,500,0.01,16,CIFAR10,26913.19
214,67.45,50,500,0.01,16,CIFAR10,26913.19
215,67.28,50,500,0.01,16,CIFAR10,26913.19
216,67.29,50,500,0.01,16,CIFAR10,26913.19
217,67.22,50,500,0.01,16,CIFAR10,26913.19
218,67.38,50,500,0.01,16,CIFAR10,26913.19
219,67.28,50,500,0.01,16,CIFAR10,26913.19
220,67.3,50,500,0.01,16,CIFAR10,26913.19
221,67.3,50,500,0.01,16,CIFAR10,26913.19
222,67.24,50,500,0.01,16,CIFAR10,26913.19
223,67.3,50,500,0.01,16,CIFAR10,26913.19
224,67.28,50,500,0.01,16,CIFAR10,26913.19
225,67.13,50,500,0.01,16,CIFAR10,26913.19
226,67.21,50,500,0.01,16,CIFAR10,26913.19
227,67.34,50,500,0.01,16,CIFAR10,26913.19
228,67.36,50,500,0.01,16,CIFAR10,26913.19
229,67.2,50,500,0.01,16,CIFAR10,26913.19
230,67.26,50,500,0.01,16,CIFAR10,26913.19
231,67.35,50,500,0.01,16,CIFAR10,26913.19
232,67.2,50,500,0.01,16,CIFAR10,26913.19
233,67.43,50,500,0.01,16,CIFAR10,26913.19
234,67.39,50,500,0.01,16,CIFAR10,26913.19
235,67.2,50,500,0.01,16,CIFAR10,26913.19
236,67.12,50,500,0.01,16,CIFAR10,26913.19
237,67.31,50,500,0.01,16,CIFAR10,26913.19
238,67.24,50,500,0.01,16,CIFAR10,26913.19
239,67.4,50,500,0.01,16,CIFAR10,26913.19
240,67.35,50,500,0.01,16,CIFAR10,26913.19
241,67.42,50,500,0.01,16,CIFAR10,26913.19
242,67.25,50,500,0.01,16,CIFAR10,26913.19
243,67.33,50,500,0.01,16,CIFAR10,26913.19
244,67.32,50,500,0.01,16,CIFAR10,26913.19
245,67.29,50,500,0.01,16,CIFAR10,26913.19
246,67.43,50,500,0.01,16,CIFAR10,26913.19
247,67.29,50,500,0.01,16,CIFAR10,26913.19
248,67.38,50,500,0.01,16,CIFAR10,26913.19
249,67.34,50,500,0.01,16,CIFAR10,26913.19
250,67.35,50,500,0.01,16,CIFAR10,26913.19
251,67.31,50,500,0.01,16,CIFAR10,26913.19
252,67.45,50,500,0.01,16,CIFAR10,26913.19
253,67.45,50,500,0.01,16,CIFAR10,26913.19
254,67.35,50,500,0.01,16,CIFAR10,26913.19
255,67.29,50,500,0.01,16,CIFAR10,26913.19
256,67.32,50,500,0.01,16,CIFAR10,26913.19
257,67.32,50,500,0.01,16,CIFAR10,26913.19
258,67.3,50,500,0.01,16,CIFAR10,26913.19
259,67.27,50,500,0.01,16,CIFAR10,26913.19
260,67.27,50,500,0.01,16,CIFAR10,26913.19
261,67.32,50,500,0.01,16,CIFAR10,26913.19
262,67.38,50,500,0.01,16,CIFAR10,26913.19
263,67.31,50,500,0.01,16,CIFAR10,26913.19
264,67.27,50,500,0.01,16,CIFAR10,26913.19
265,67.3,50,500,0.01,16,CIFAR10,26913.19
266,67.38,50,500,0.01,16,CIFAR10,26913.19
267,67.33,50,500,0.01,16,CIFAR10,26913.19
268,67.4,50,500,0.01,16,CIFAR10,26913.19
269,67.5,50,500,0.01,16,CIFAR10,26913.19
270,67.31,50,500,0.01,16,CIFAR10,26913.19
271,67.28,50,500,0.01,16,CIFAR10,26913.19
272,67.36,50,500,0.01,16,CIFAR10,26913.19
273,67.26,50,500,0.01,16,CIFAR10,26913.19
274,67.28,50,500,0.01,16,CIFAR10,26913.19
275,67.26,50,500,0.01,16,CIFAR10,26913.19
276,67.28,50,500,0.01,16,CIFAR10,26913.19
277,67.27,50,500,0.01,16,CIFAR10,26913.19
278,67.19,50,500,0.01,16,CIFAR10,26913.19
279,67.11,50,500,0.01,16,CIFAR10,26913.19
280,67.09,50,500,0.01,16,CIFAR10,26913.19
281,67.22,50,500,0.01,16,CIFAR10,26913.19
282,67.21,50,500,0.01,16,CIFAR10,26913.19
283,67.17,50,500,0.01,16,CIFAR10,26913.19
284,67.19,50,500,0.01,16,CIFAR10,26913.19
285,67.15,50,500,0.01,16,CIFAR10,26913.19
286,67.19,50,500,0.01,16,CIFAR10,26913.19
287,67.16,50,500,0.01,16,CIFAR10,26913.19
288,67.21,50,500,0.01,16,CIFAR10,26913.19
289,67.09,50,500,0.01,16,CIFAR10,26913.19
290,67.26,50,500,0.01,16,CIFAR10,26913.19
291,67.23,50,500,0.01,16,CIFAR10,26913.19
292,67.23,50,500,0.01,16,CIFAR10,26913.19
293,67.22,50,500,0.01,16,CIFAR10,26913.19
294,67.26,50,500,0.01,16,CIFAR10,26913.19
295,67.19,50,500,0.01,16,CIFAR10,26913.19
296,67.01,50,500,0.01,16,CIFAR10,26913.19
297,67.08,50,500,0.01,16,CIFAR10,26913.19
298,67.15,50,500,0.01,16,CIFAR10,26913.19
299,67.08,50,500,0.01,16,CIFAR10,26913.19
300,67.04,50,500,0.01,16,CIFAR10,26913.19
301,67.08,50,500,0.01,16,CIFAR10,26913.19
302,67.15,50,500,0.01,16,CIFAR10,26913.19
303,67.05,50,500,0.01,16,CIFAR10,26913.19
304,67.1,50,500,0.01,16,CIFAR10,26913.19
305,67.02,50,500,0.01,16,CIFAR10,26913.19
306,67.09,50,500,0.01,16,CIFAR10,26913.19
307,67.13,50,500,0.01,16,CIFAR10,26913.19
308,67.26,50,500,0.01,16,CIFAR10,26913.19
309,67.14,50,500,0.01,16,CIFAR10,26913.19
310,67.18,50,500,0.01,16,CIFAR10,26913.19
311,67.23,50,500,0.01,16,CIFAR10,26913.19
312,67.19,50,500,0.01,16,CIFAR10,26913.19
313,67.27,50,500,0.01,16,CIFAR10,26913.19
314,67.22,50,500,0.01,16,CIFAR10,26913.19
315,67.27,50,500,0.01,16,CIFAR10,26913.19
316,67.22,50,500,0.01,16,CIFAR10,26913.19
317,67.2,50,500,0.01,16,CIFAR10,26913.19
318,67.21,50,500,0.01,16,CIFAR10,26913.19
319,67.14,50,500,0.01,16,CIFAR10,26913.19
320,67.23,50,500,0.01,16,CIFAR10,26913.19
321,67.2,50,500,0.01,16,CIFAR10,26913.19
322,67.21,50,500,0.01,16,CIFAR10,26913.19
323,67.19,50,500,0.01,16,CIFAR10,26913.19
324,67.22,50,500,0.01,16,CIFAR10,26913.19
325,67.2,50,500,0.01,16,CIFAR10,26913.19
326,67.23,50,500,0.01,16,CIFAR10,26913.19
327,67.21,50,500,0.01,16,CIFAR10,26913.19
328,67.27,50,500,0.01,16,CIFAR10,26913.19
329,67.18,50,500,0.01,16,CIFAR10,26913.19
330,67.27,50,500,0.01,16,CIFAR10,26913.19
331,67.26,50,500,0.01,16,CIFAR10,26913.19
332,67.17,50,500,0.01,16,CIFAR10,26913.19
333,67.18,50,500,0.01,16,CIFAR10,26913.19
334,67.26,50,500,0.01,16,CIFAR10,26913.19
335,67.26,50,500,0.01,16,CIFAR10,26913.19
336,67.27,50,500,0.01,16,CIFAR10,26913.19
337,67.24,50,500,0.01,16,CIFAR10,26913.19
338,67.25,50,500,0.01,16,CIFAR10,26913.19
339,67.17,50,500,0.01,16,CIFAR10,26913.19
340,67.25,50,500,0.01,16,CIFAR10,26913.19
341,67.26,50,500,0.01,16,CIFAR10,26913.19
342,67.25,50,500,0.01,16,CIFAR10,26913.19
343,67.23,50,500,0.01,16,CIFAR10,26913.19
344,67.16,50,500,0.01,16,CIFAR10,26913.19
345,67.23,50,500,0.01,16,CIFAR10,26913.19
346,67.21,50,500,0.01,16,CIFAR10,26913.19
347,67.23,50,500,0.01,16,CIFAR10,26913.19
348,67.29,50,500,0.01,16,CIFAR10,26913.19
349,67.31,50,500,0.01,16,CIFAR10,26913.19
350,67.26,50,500,0.01,16,CIFAR10,26913.19
351,67.26,50,500,0.01,16,CIFAR10,26913.19
352,67.27,50,500,0.01,16,CIFAR10,26913.19
353,67.22,50,500,0.01,16,CIFAR10,26913.19
354,67.24,50,500,0.01,16,CIFAR10,26913.19
355,67.28,50,500,0.01,16,CIFAR10,26913.19
356,67.27,50,500,0.01,16,CIFAR10,26913.19
357,67.27,50,500,0.01,16,CIFAR10,26913.19
358,67.31,50,500,0.01,16,CIFAR10,26913.19
359,67.28,50,500,0.01,16,CIFAR10,26913.19
360,67.29,50,500,0.01,16,CIFAR10,26913.19
361,67.27,50,500,0.01,16,CIFAR10,26913.19
362,67.24,50,500,0.01,16,CIFAR10,26913.19
363,67.25,50,500,0.01,16,CIFAR10,26913.19
364,67.24,50,500,0.01,16,CIFAR10,26913.19
365,67.27,50,500,0.01,16,CIFAR10,26913.19
366,67.27,50,500,0.01,16,CIFAR10,26913.19
367,67.27,50,500,0.01,16,CIFAR10,26913.19
368,67.26,50,500,0.01,16,CIFAR10,26913.19
369,67.24,50,500,0.01,16,CIFAR10,26913.19
370,67.13,50,500,0.01,16,CIFAR10,26913.19
371,67.21,50,500,0.01,16,CIFAR10,26913.19
372,67.15,50,500,0.01,16,CIFAR10,26913.19
373,67.2,50,500,0.01,16,CIFAR10,26913.19
374,67.2,50,500,0.01,16,CIFAR10,26913.19
375,67.21,50,500,0.01,16,CIFAR10,26913.19
376,67.17,50,500,0.01,16,CIFAR10,26913.19
377,67.16,50,500,0.01,16,CIFAR10,26913.19
378,67.21,50,500,0.01,16,CIFAR10,26913.19
379,67.08,50,500,0.01,16,CIFAR10,26913.19
380,67.13,50,500,0.01,16,CIFAR10,26913.19
381,67.13,50,500,0.01,16,CIFAR10,26913.19
382,67.2,50,500,0.01,16,CIFAR10,26913.19
383,67.13,50,500,0.01,16,CIFAR10,26913.19
384,67.13,50,500,0.01,16,CIFAR10,26913.19
385,67.14,50,500,0.01,16,CIFAR10,26913.19
386,67.12,50,500,0.01,16,CIFAR10,26913.19
387,67.17,50,500,0.01,16,CIFAR10,26913.19
388,67.15,50,500,0.01,16,CIFAR10,26913.19
389,67.16,50,500,0.01,16,CIFAR10,26913.19
390,67.15,50,500,0.01,16,CIFAR10,26913.19
391,67.23,50,500,0.01,16,CIFAR10,26913.19
392,67.2,50,500,0.01,16,CIFAR10,26913.19
393,67.25,50,500,0.01,16,CIFAR10,26913.19
394,67.23,50,500,0.01,16,CIFAR10,26913.19
395,67.16,50,500,0.01,16,CIFAR10,26913.19
396,67.19,50,500,0.01,16,CIFAR10,26913.19
397,67.2,50,500,0.01,16,CIFAR10,26913.19
398,67.2,50,500,0.01,16,CIFAR10,26913.19
399,67.19,50,500,0.01,16,CIFAR10,26913.19
400,67.17,50,500,0.01,16,CIFAR10,26913.19
401,67.13,50,500,0.01,16,CIFAR10,26913.19
402,67.17,50,500,0.01,16,CIFAR10,26913.19
403,67.12,50,500,0.01,16,CIFAR10,26913.19
404,67.13,50,500,0.01,16,CIFAR10,26913.19
405,67.1,50,500,0.01,16,CIFAR10,26913.19
406,67.13,50,500,0.01,16,CIFAR10,26913.19
407,67.14,50,500,0.01,16,CIFAR10,26913.19
408,67.13,50,500,0.01,16,CIFAR10,26913.19
409,67.13,50,500,0.01,16,CIFAR10,26913.19
410,67.15,50,500,0.01,16,CIFAR10,26913.19
411,67.16,50,500,0.01,16,CIFAR10,26913.19
412,67.15,50,500,0.01,16,CIFAR10,26913.19
413,67.17,50,500,0.01,16,CIFAR10,26913.19
414,67.12,50,500,0.01,16,CIFAR10,26913.19
415,67.04,50,500,0.01,16,CIFAR10,26913.19
416,67.04,50,500,0.01,16,CIFAR10,26913.19
417,67.07,50,500,0.01,16,CIFAR10,26913.19
418,67.07,50,500,0.01,16,CIFAR10,26913.19
419,67.08,50,500,0.01,16,CIFAR10,26913.19
420,67.11,50,500,0.01,16,CIFAR10,26913.19
421,67.15,50,500,0.01,16,CIFAR10,26913.19
422,67.14,50,500,0.01,16,CIFAR10,26913.19
423,67.02,50,500,0.01,16,CIFAR10,26913.19
424,67.08,50,500,0.01,16,CIFAR10,26913.19
425,67.14,50,500,0.01,16,CIFAR10,26913.19
426,67.11,50,500,0.01,16,CIFAR10,26913.19
427,67.09,50,500,0.01,16,CIFAR10,26913.19
428,67.08,50,500,0.01,16,CIFAR10,26913.19
429,67.09,50,500,0.01,16,CIFAR10,26913.19
430,67.09,50,500,0.01,16,CIFAR10,26913.19
431,67.09,50,500,0.01,16,CIFAR10,26913.19
432,67.09,50,500,0.01,16,CIFAR10,26913.19
433,67.07,50,500,0.01,16,CIFAR10,26913.19
434,67.12,50,500,0.01,16,CIFAR10,26913.19
435,67.11,50,500,0.01,16,CIFAR10,26913.19
436,67.12,50,500,0.01,16,CIFAR10,26913.19
437,67.11,50,500,0.01,16,CIFAR10,26913.19
438,67.09,50,500,0.01,16,CIFAR10,26913.19
439,67.09,50,500,0.01,16,CIFAR10,26913.19
440,67.09,50,500,0.01,16,CIFAR10,26913.19
441,67.12,50,500,0.01,16,CIFAR10,26913.19
442,67.14,50,500,0.01,16,CIFAR10,26913.19
443,67.15,50,500,0.01,16,CIFAR10,26913.19
444,67.13,50,500,0.01,16,CIFAR10,26913.19
445,67.09,50,500,0.01,16,CIFAR10,26913.19
446,67.09,50,500,0.01,16,CIFAR10,26913.19
447,67.08,50,500,0.01,16,CIFAR10,26913.19
448,67.07,50,500,0.01,16,CIFAR10,26913.19
449,67.05,50,500,0.01,16,CIFAR10,26913.19
450,67.04,50,500,0.01,16,CIFAR10,26913.19
451,67.06,50,500,0.01,16,CIFAR10,26913.19
452,67.07,50,500,0.01,16,CIFAR10,26913.19
453,67.07,50,500,0.01,16,CIFAR10,26913.19
454,67.04,50,500,0.01,16,CIFAR10,26913.19
455,67.05,50,500,0.01,16,CIFAR10,26913.19
456,67.04,50,500,0.01,16,CIFAR10,26913.19
457,67.09,50,500,0.01,16,CIFAR10,26913.19
458,67.07,50,500,0.01,16,CIFAR10,26913.19
459,67.11,50,500,0.01,16,CIFAR10,26913.19
460,67.1,50,500,0.01,16,CIFAR10,26913.19
461,67.09,50,500,0.01,16,CIFAR10,26913.19
462,67.07,50,500,0.01,16,CIFAR10,26913.19
463,67.08,50,500,0.01,16,CIFAR10,26913.19
464,67.1,50,500,0.01,16,CIFAR10,26913.19
465,67.1,50,500,0.01,16,CIFAR10,26913.19
466,67.09,50,500,0.01,16,CIFAR10,26913.19
467,67.07,50,500,0.01,16,CIFAR10,26913.19
468,67.07,50,500,0.01,16,CIFAR10,26913.19
469,67.09,50,500,0.01,16,CIFAR10,26913.19
470,67.09,50,500,0.01,16,CIFAR10,26913.19
471,67.07,50,500,0.01,16,CIFAR10,26913.19
472,67.09,50,500,0.01,16,CIFAR10,26913.19
473,67.08,50,500,0.01,16,CIFAR10,26913.19
474,67.05,50,500,0.01,16,CIFAR10,26913.19
475,67.1,50,500,0.01,16,CIFAR10,26913.19
476,67.04,50,500,0.01,16,CIFAR10,26913.19
477,67.03,50,500,0.01,16,CIFAR10,26913.19
478,67.04,50,500,0.01,16,CIFAR10,26913.19
479,67.02,50,500,0.01,16,CIFAR10,26913.19
480,67.0,50,500,0.01,16,CIFAR10,26913.19
481,67.02,50,500,0.01,16,CIFAR10,26913.19
482,67.01,50,500,0.01,16,CIFAR10,26913.19
483,67.0,50,500,0.01,16,CIFAR10,26913.19
484,67.0,50,500,0.01,16,CIFAR10,26913.19
485,67.0,50,500,0.01,16,CIFAR10,26913.19
486,67.03,50,500,0.01,16,CIFAR10,26913.19
487,67.01,50,500,0.01,16,CIFAR10,26913.19
488,67.01,50,500,0.01,16,CIFAR10,26913.19
489,67.0,50,500,0.01,16,CIFAR10,26913.19
490,66.98,50,500,0.01,16,CIFAR10,26913.19
491,66.98,50,500,0.01,16,CIFAR10,26913.19
492,66.98,50,500,0.01,16,CIFAR10,26913.19
493,66.99,50,500,0.01,16,CIFAR10,26913.19
494,66.98,50,500,0.01,16,CIFAR10,26913.19
495,66.99,50,500,0.01,16,CIFAR10,26913.19
496,66.97,50,500,0.01,16,CIFAR10,26913.19
